group,part_number,core_part_number,alt_part_number,description,price,manufacturer,notes
MISC,013-916264-KIT,,,Diaphragm Valve Repair Kit For Non-Blending/Old Hydraulics Dispenser,99.75,DFS Wayne Parts,
MISC,014-047518-,,,Vista Narrow Frame Stainless Steel Door,372.75,DFS Wayne Parts,
MISC,014-129830-,,,43-1/2 Inch Long Gasket,44.1,DFS Wayne Parts,
MISC,015-047518-,,,Vista Narrow Frame Stainless Steel Lower Door With Recess Opening,372.75,DFS Wayne Parts,
MISC,015-916264-KIT,,,Diaphragm Valve Repair Kit For Blending/New Hydraulics Dispenser,127.05,DFS Wayne Parts,
MISC,018-048042-HRN,,,4 Volt Narrow Lighted PTS 4P Cable Assembly,65.1,DFS Wayne Parts,
MISC,018-301176-HRN,,,Ovation Pulser Wiring Harness,214.2,DFS Wayne Parts,
MISC,019-301176-HRN,,,Wiring Harness Pulser Ovation,214.2,DFS Wayne Parts,
MISC,022-306362-,,,Nozzle Boot Assembly-Lift To Start,138.6,DFS Wayne Parts,
MISC,023-039310-R,023-039310-RC,,Wayne 2Pm6K Electronic Meter,728.7,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,023-039310-RC,,,Wayne 2Pm6K Electronic Meter-Core,182.7,DFS Wayne Parts,
MISC,042-047927-,,,Side A DEF iMeter WIP Assembly With AG Seals,1320.9,DFS Wayne Parts,
MISC,060-047868-,,,"Valance Pump Number Set 1-10, 5 Inch Black Wayne Generic",7.35,DFS Wayne Parts,
MISC,071-047868-,,,"Valance Pump Number Set 11-20, 5 Inch Black Wayne Generic",11.55,DFS Wayne Parts,
MISC,099-120722-,,,E85 Compatible UL File MH6405 Fluorocarbon 9167-60 Parco 2-1/8 ID x 2-3/8 OD O-Ring,30.45,DFS Wayne Parts,
MISC,099-120723-,,,Parco 9167-60 1.171 ID x 139 W O-Ring,22.05,DFS Wayne Parts,
MISC,0SS-029362-,,,"Strainer Element, Stainless Steel, E85 Compatible",28.35,DFS Wayne Parts,
MISC,282-129999-,,,Actuator Decal KR E85,13.65,DFS Wayne Parts,
MISC,3315202,,,Battery - Memory Back Up,49.35,DFS Wayne Parts,
MISC,365-129999-,,,"Octane/Actuator Decal, BPI, Ethanol Warning",16.8,DFS Wayne Parts,
MISC,4060703,,,Lamp Biaxial Fluorescent,7.35,DFS Wayne Parts,
MISC,5057502,,,7/8 Inch ID x 1 Inch Hole Grommet,3.15,DFS Wayne Parts,
MISC,6001105,,,10-32 x 1/2 PHMSPHSSPA Screw,1.05,DFS Wayne Parts,
MISC,6001802,,,6-32 x 3/8 Inch Screw FLMSPHSSPA,1.05,DFS Wayne Parts,
MISC,6005901,,,6-32 Inch x 3/8 Inch Screw Phosphate,1.05,DFS Wayne Parts,
MISC,6005902,,,6-32 X1/2 Inch Phesphstpl Machine Screw,1.05,DFS Wayne Parts,
MISC,6005906,,,#6-32 x 5/16 Inch Phillips Stainless Steel Pan Head Machine Screw,1.05,DFS Wayne Parts,
MISC,6005910,,,Screw 6-32X1/4 Phesphstpl,1.05,DFS Wayne Parts,
MISC,6019401,,,Nut 6-32 KPNTSPSTZN,1.05,DFS Wayne Parts,
MISC,6019403,,,Nut 8-32 KPNTMSSTZN,1.05,DFS Wayne Parts,
MISC,6029502,,,6 x 1/2 PHPTPHSTZN Plastic Screw,1.05,DFS Wayne Parts,
MISC,7000703,,,(48) Roll Case Wayne Ovation And Vista Printer Thermal Paper,305.55,DFS Wayne Parts,
MISC,849079-001-T00,,,Duplex Computer Base Chip,261.45,DFS Wayne Parts,
MISC,850006-001,,,Cable Display To Control Board Assembly,28.35,DFS Wayne Parts,
MISC,860427-R01-003,860427-R01-003C,,Rebuilt 3-Product Solenoid Drive Board,233.1,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,860427-R01-003C,,,3-Product Solenoid Drive Board Core,149.1,DFS Wayne Parts,
MISC,860464-001-003,,,3-Product IS Barrier PCB Board Assembly,221.55,DFS Wayne Parts,
MISC,880519-R03,880519-R03C,,Rebuilt Dual Power Supply Assembly,423.15,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,880519-R03C,,,Dual Power Supply Assembly,155.4,DFS Wayne Parts,
MISC,880541-R01-001,880541-R01-001C,,Rebuilt 1-Product Solenoid Drive Board,263.55,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,880541-R01-001C,,,1-Product Solenoid Drive Board,149.1,DFS Wayne Parts,
MISC,880566-002,,,56 Inch HAL Printer Power Cable Assembly,9.45,DFS Wayne Parts,
MISC,880566-007,,,30 Inch GE Printer Power Cable Assembly,15.75,DFS Wayne Parts,
MISC,880876-001,,,Photocoupler Module Wide Gap 6 Pin,105,DFS Wayne Parts,
MISC,881015-R03,881015-R03C,,Unified Sales Display Board Vista Series / Cash Only Type,574.35,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,881015-R03C,,,Pcb Display -Core,232.05,DFS Wayne Parts,
MISC,881141-001,,,Printer Door Lock 90 Degree Black,32.55,DFS Wayne Parts,
MISC,881141-005,,,Wayne Helix Round Barrel Lock Printer Door Key,6.3,DFS Wayne Parts,
MISC,881163-003,,,"Gasket, Printer Door Vista",11.55,DFS Wayne Parts,
MISC,881317-001,,,Reflector Dem Pan,36.75,DFS Wayne Parts,
MISC,881524-001,,,Round Jacket 40 POS Cable Assembly,71.4,DFS Wayne Parts,
MISC,881531-003,,,120 Volt GEM Ballast Assembly,428.4,DFS Wayne Parts,
MISC,881531-004,,,230 Volt Gem Ballast Assembly,95.55,DFS Wayne Parts,
MISC,881546-001,,,TRSM To OCPT Cable Assembly,31.5,DFS Wayne Parts,
MISC,881663-R02,881663-R02C,,Rebuilt Companion D2400 PCB Assembly,345.45,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,881663-R02C,,,Companion D2400 PCB Assembly,165.9,DFS Wayne Parts,
MISC,881984-003,,,Wayne Vac PO Harness Assembly,47.25,DFS Wayne Parts,
MISC,882440-R02,882440-R02C,,Rebuilt Display Interface CCFL Board Assembly,321.3,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,882440-R02C,,,Display Interface CCFL Board Assembly,82.95,DFS Wayne Parts,
MISC,882505-002,,,Nylon Standoff Support Post,1.05,DFS Wayne Parts,
MISC,882589-001,,,Black Painted Bezel,147,DFS Wayne Parts,
MISC,882591-001,,,Generic Card Reader Decal,11.55,DFS Wayne Parts,
MISC,882591-002,,,Side 2 Card Reader Decal,11.55,DFS Wayne Parts,
MISC,882591-004,,,Decal Secure Card Reader Dual,11.55,DFS Wayne Parts,
MISC,882666-014,,,Nut M6,1.05,DFS Wayne Parts,
MISC,882864-002,,,Receipt Here Decal,7.35,DFS Wayne Parts,
MISC,882941-051,,,"QVGA Softkey Cover Decal, F32",14.7,DFS Wayne Parts,
MISC,882941-082,,,"SPM Keypad Single-Button Faceplate Blank, Black J21",14.7,DFS Wayne Parts,
MISC,883074-001,,,Vista CAT Annunciator PCB Assembly,166.95,DFS Wayne Parts,
MISC,883323-001,,,Low Gloss Black Printer Door,297.15,DFS Wayne Parts,
MISC,883323-007,,,Door Printer Preset Black,265.65,DFS Wayne Parts,
MISC,883385-R01,883385-R01C,,Vista Cash/Credit Interface Board,166.95,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,883385-R01C,,,Cash / Credit Board Core,39.9,DFS Wayne Parts,
MISC,883540-002,,,24 Volt Totalizer PCB Assembly,78.75,DFS Wayne Parts,
MISC,883543-R01,883543-R01C,,Rebuilt DCPT Tear Bar Printer Assembly,1453.2,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,883543-R01C,,,Tearbar Printer -Core,576.45,DFS Wayne Parts,
MISC,883576-001,,,V+ Prop Valves Cable Assembly,33.6,DFS Wayne Parts,
MISC,883619-R01,883619-R01C,,Rebuilt Computer V+ Blend 120V/240V,575.4,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,883619-R01C,,,Rebuilt Computer V+ Blend 120V/240V -Core,232.05,DFS Wayne Parts,
MISC,883924-002,,,30 Inch Tearbar Printer To OCPT BD Cable Assembly,28.35,DFS Wayne Parts,
MISC,883958-001,,,CAT Without CA Programmed PCB Assembly,469.35,DFS Wayne Parts,
MISC,883979-006,,,Ethernet 10Bas Cable Assembly,17.85,DFS Wayne Parts,
MISC,884098-001,,,"Tearbar Printer Door Retrofit Kit, Black",177.45,DFS Wayne Parts,
MISC,884098-007,,,"Tearbar Printer Door Retrofit Kit, BP",177.45,DFS Wayne Parts,
MISC,886142-001,,,Bezel Control Dual C Board Assembly,416.85,DFS Wayne Parts,
MISC,886146-001,,,TBP Tear Bar Printer Door Assembly,61.95,DFS Wayne Parts,
MISC,886380-001,,,Wisb Pulse/Nozzle Cable Assembly,66.15,DFS Wayne Parts,
MISC,886486-001,,,36 Inch Cable Assembly 10 Pin Roundjacket,26.25,DFS Wayne Parts,
MISC,886486-005,,,60 Inch Cable Assembly 10 Pin Roundjacket,63,DFS Wayne Parts,
MISC,886486-006,,,Cable Assy 10 Pin,40.95,DFS Wayne Parts,
MISC,886570-008,,,Decal Barcode Instruction (B.J.),49.35,DFS Wayne Parts,
MISC,886574-002,,,"10 Foot Cable Assembly, Agx Debug",111.3,DFS Wayne Parts,
MISC,886909-001,,,Gem TO Dual CAT Annun Cable Assembly,17.85,DFS Wayne Parts,
MISC,886982-002,,,Lampholder Horizontal Snap Mount,14.7,DFS Wayne Parts,
MISC,887001-001,,,16-16P Round Jacketed Flat 24.0 Cable Assembly,38.85,DFS Wayne Parts,
MISC,887001-002,,,16-16P Round Jacketed Flat 29.0 Cable Assembly,17.85,DFS Wayne Parts,
MISC,887118-R03,887118-R03C,,Rebuilt iGem 3-PPU Main Display Board,453.6,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,887118-R03-OUTRIGHT,,,iGem 3-PPU Main Display Board,552.3,DFS Wayne Parts,
MISC,887118-R03C,,,iGem 3-PPU Main Display Board Core,99.75,DFS Wayne Parts,
MISC,887118-R05,887118-R05C,,Rebuilt iGem 5-PPU Main Display Board,475.65,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,887118-R05C,,,iGem 5-PPU Main Display Board,99.75,DFS Wayne Parts,
MISC,887192-003,,,3 Product iGem 120 Volt Display Assembly,864.15,DFS Wayne Parts,
MISC,887223-001,,,Printer Circuit Board Assembly Igem 24 Volt Power,60.9,DFS Wayne Parts,
MISC,887225-R01,887225-R01C,,Rebuilt Printer Circuit Board Assembly Igem Pump Relay,97.65,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,887225-R01C,,,Rebuilt Pinter Circuit Board Assembly Igem Pump Relay -Core,11.55,DFS Wayne Parts,
MISC,887232-001,,,SP500 NUCLEUS APC UPS,510.3,DFS Wayne Parts,
MISC,887338-003,,,iGEM Power DC Distribution Cable Assembly,21,DFS Wayne Parts,
MISC,887339-001,,,iGem ISB Comp Noz Cable Assembly,45.15,DFS Wayne Parts,
MISC,887340-001,,,AC/Relay To CO Cable Assembly,38.85,DFS Wayne Parts,
MISC,887343-003,,,IGEM AC Power Supply Cable Assembly,9.45,DFS Wayne Parts,
MISC,887344-021,,,"30 Inch Cable Assembly IGEM,CPR/Valves/390/390U",56.7,DFS Wayne Parts,
MISC,887435-001,,,Card Reader Bezel Gasket,7.35,DFS Wayne Parts,
MISC,887439-001,,,Main Sales Glass Display Bracket,13.65,DFS Wayne Parts,
MISC,887460-001-001,,,Assembly Glass Main Display- White On Blue,31.5,DFS Wayne Parts,
MISC,887460-001-002,,,Assembly Glass Main Display - Black On White,92.4,DFS Wayne Parts,
MISC,887460-001-003,,,Main Sales Glass Display Assembly - White On Black,30.45,DFS Wayne Parts,
MISC,887460-001-004,,,Assembly Glass Main Display- Gray On White,92.4,DFS Wayne Parts,
MISC,887460-001-005,,,Main Sales Glass Display Assembly - Chevron,31.5,DFS Wayne Parts,
MISC,887460-001-009,,,Main Sales Glass Display Assembly,31.5,DFS Wayne Parts,
MISC,887460-001-018,,,Main Sales Glass Display Assembly,31.5,DFS Wayne Parts,
MISC,887460-003-003,,,Ovation Sale/Gallons Overlay White Text/Black Background,29.4,DFS Wayne Parts,
MISC,887460-003-028,,,Ovation Sale/Gallons Overlay GU2,28.35,DFS Wayne Parts,
MISC,887595-001-495,,,"Dialface Decal, Meijer Kerosene",11.55,DFS Wayne Parts,
MISC,887595-003-042,,,"Wayne Vista 3-Product Price Per Unit Overlay Panel, CY: Unleaded / Midgrade / Premium",11.55,DFS Wayne Parts,
MISC,887595-003-319,,,Dial IGEM White On Black Decal,11.55,DFS Wayne Parts,
MISC,887595-103-016,,,Dialface Overlay Panel : Sale/Gallons/DEF/Satellite In Use/Diesel,11.55,DFS Wayne Parts,
MISC,887693-003,,,Ovation Printer Door Lock And Key Assembly,34.65,DFS Wayne Parts,
MISC,887693-004,,,Ovation Printer Door Lock And Key Assembly,35.7,DFS Wayne Parts,
MISC,887693-005,,,Ovation Printer/BAC Door Key,8.4,DFS Wayne Parts,
MISC,887722-001,,,Igem Service Terminal Program Kit,573.3,DFS Wayne Parts,
MISC,887776-001-0W7,,,White 0W7 Blank Panel,74.55,DFS Wayne Parts,
MISC,887776-001-A17,,,Ovation Scanner Blanking Panel Silver A17,74.55,DFS Wayne Parts,
MISC,887776-001-F32,,,Charcoal F32 Blank Panel,74.55,DFS Wayne Parts,
MISC,887811-001,,,Display Jumper Cable Assembly,7.35,DFS Wayne Parts,
MISC,887813-001-0W7,,,Card Reader/Keypad Panel 0W7 White,110.25,DFS Wayne Parts,
MISC,887813-001-A17,,,Panel Card Reader Keypad A17 Silver,110.25,DFS Wayne Parts,
MISC,887813-001-B39,,,Panel Card Reader Without Keypad B39 Blue,110.25,DFS Wayne Parts,
MISC,887813-001-F32,,,Panel Card Reader Keypad - Charcoal F32,110.25,DFS Wayne Parts,
MISC,887813-001-F80,,,Panel Card Reader Keypad - F80 Chevron Gray,106.05,DFS Wayne Parts,
MISC,887813-001-W75,,,Panel Card Reader - Pearl White Arco,110.25,DFS Wayne Parts,
MISC,887813-002-F32,,,Panel Card Reader Without Keypad F32,110.25,DFS Wayne Parts,
MISC,887813-003-0W7,,,Ovation Card Reader/SPM Keypad Panel White 0W7,109.2,DFS Wayne Parts,
MISC,887813-003-A17,,,Ovation Card Reader/SPM Keypad Panel A17 Silver,110.25,DFS Wayne Parts,
MISC,887813-003-F32,,,"Ovation Card Reader/SPM Keypad Panel, F32",102.9,DFS Wayne Parts,
MISC,887813-003-F80,,,Panel Card Reader/Spm Keypad - F80 Chevron Gray,110.25,DFS Wayne Parts,
MISC,887813-003-W75,,,"Pnl,Card Rdr/Spm Kypd,W75",110.25,DFS Wayne Parts,
MISC,887814-001,,,20 Key TRSM Keypad Gasket,4.2,DFS Wayne Parts,
MISC,887818-001-0W7,,,"10.4 Inch VGA Display Panel, White 0W7",173.25,DFS Wayne Parts,
MISC,887818-001-B39,,,"10.4 Inch VGA Display Panel, B39",173.25,DFS Wayne Parts,
MISC,887818-001-F32,,,"10.4 Inch VGA Display Panel, Charcoal F32",172.2,DFS Wayne Parts,
MISC,887818-001-W75,,,"10.4 Inch VGA Display Panel, Cream White W75",173.25,DFS Wayne Parts,
MISC,887818-002-0W7,,,Panel Qvga Dspl 0W7,173.25,DFS Wayne Parts,
MISC,887818-002-A17,,,QVGA A17 Display Panel,173.25,DFS Wayne Parts,
MISC,887818-002-B39,,,B39 QVGA Display Panel,173.25,DFS Wayne Parts,
MISC,887818-002-F32,,,Panel Display,173.25,DFS Wayne Parts,
MISC,887818-002-F80,,,"Panel, QVGA Display, F80",172.2,DFS Wayne Parts,
MISC,887877-001-A17,,,"QVGA Keypad Panel, A17",152.25,DFS Wayne Parts,
MISC,887877-001-B39,,,"QVGA Keypad Panel, B39 Blue",152.25,DFS Wayne Parts,
MISC,887877-001-F32,,,"Wayne Ovation QVGA Display And Keypad Panel, Black F32",147,DFS Wayne Parts,
MISC,887877-001-F80,,,"QVGA Keypad Panel, F80 Light Gray",152.25,DFS Wayne Parts,
MISC,887878-505-F32,,,F32 Charcoal Recessed Blanking Panel Without Bracket,177.45,DFS Wayne Parts,
MISC,887897-001-0W7,,,"Printer Door, White 0W7",128.1,DFS Wayne Parts,
MISC,887897-001-A17,,,"Printer Door, A17 Silver",133.35,DFS Wayne Parts,
MISC,887897-001-F32,,,"Printer Door, Charcoal F32",128.1,DFS Wayne Parts,
MISC,887897-001-W75,,,"Printer Door, Pearl W75",133.35,DFS Wayne Parts,
MISC,887898-001-0W7,,,Door Assembly Printer White 0W7,185.85,DFS Wayne Parts,
MISC,887898-001-F32,,,Ovation Generic Gray Door Assembly,193.2,DFS Wayne Parts,
MISC,887898-001-W75,,,Printer Door Assembly Pearl W75,193.2,DFS Wayne Parts,
MISC,887933-003,,,Igem 3 Product Main Display Board Cash/Credit Dual Price,730.8,DFS Wayne Parts,
MISC,888005-003,,,Ovation 3-Product Push-To-Start Panel Assembly With Buttons And Octane Decal Set,614.25,DFS Wayne Parts,
MISC,888006-004,,,"Ovation Clear Plastic PTS Push To Start Panel Only, Without Switches/Actuator Buttons Or Decals",238.35,DFS Wayne Parts,
MISC,888007-001,,,UPD PCB Retainer,14.7,DFS Wayne Parts,
MISC,888059-002,,,30 Inch Sales Volume Display To Grade Select PPU Cable For Wayne Ovation,57.75,DFS Wayne Parts,
MISC,888106-003-042,,,Dial Assembly CY Unleaded / Midgrade / Premium,103.95,DFS Wayne Parts,
MISC,888150-001-0W7,,,"Ovation Back Column Cover, 0W7 White",117.6,DFS Wayne Parts,
MISC,888150-001-A17,,,"Ovation Back Columm Cover, Silver",117.6,DFS Wayne Parts,
MISC,888150-001-A20,,,"Ovation Back Column Cover, A20 Silver",117.6,DFS Wayne Parts,
MISC,888150-001-F32,,,"Ovation Back Columm Cover, Charcoal",117.6,DFS Wayne Parts,
MISC,888150-001-W75,,,"Ovation Back Column Cover, W75 Pearl White",117.6,DFS Wayne Parts,
MISC,888163-001-0W7,,,0WY White Ovation Hydraulic Cabinet Skin,55.65,DFS Wayne Parts,
